Tempo_unidade_s,Distancia_percorrida_pelo_veiculo_unidade_km,Consumo_de_combustivel_unidade_Lporh,Nivel_de_gases_NOx_na_saida_do_catalisador_unidade_ppm,Oxigenio_na_saida_do_catalisador_unidade_%,Porcentagem_de_carga_unidade_%,Porcentagem_de_torque_atual_do_motor_unidade_%,Pressao_do_ar_na_admissao_unidade_kPa,Pressao_do_oleo_do_motor_unidade_kPa,Temperatura_da_agua_unidade_deg_C,Temperatura_do_oleo_do_motor_unidade_deg_C,Temperatura_dos_gases_de_entrada_no_catalisador_unidade_deg_C,Temperatura_no_coletor_de_admissao_unidade_deg_C,Velocidade_do_motor_unidade_rpm,Velocidade_do_veiculo_unidade_kmporh
0.5,0.020,28.575,151.110,13.797,57.150,43.640,159.200,526.000,88.000,87.781,439.956,45.800,1236.330,71.803
0.5,0.020,2.875,215.410,12.525,8.450,5.380,141.200,500.000,88.000,87.875,437.094,45.000,1082.260,71.834
0.5,0.020,0.000,190.560,16.838,0.000,0.000,122.000,492.000,88.000,88.000,433.934,44.600,1022.490,71.703
0.5,0.020,0.000,94.430,18.983,0.000,0.000,115.400,492.000,88.000,88.000,430.456,44.000,1022.820,71.584
0.5,0.020,0.000,53.630,19.369,0.000,0.000,113.400,488.000,88.000,88.094,427.931,43.100,1019.550,71.363
0.5,0.020,8.495,40.420,19.678,30.000,13.090,112.000,480.000,89.000,88.188,424.266,42.600,1042.390,71.169
0.5,0.020,8.685,26.720,17.467,21.250,12.130,120.400,594.000,89.000,88.188,422.775,42.000,1685.290,70.468
0.5,0.020,0.000,100.920,18.602,0.000,0.000,127.800,580.000,89.000,88.281,419.281,41.000,1705.710,69.203
0.5,0.015,0.000,58.560,19.744,3.750,0.140,114.800,582.000,89.000,88.500,417.762,40.300,1671.910,67.813
0.5,0.020,15.585,18.480,19.046,48.450,18.168,124.200,582.000,89.000,88.500,416.087,39.500,1843.849,66.473
0.5,0.020,0.000,60.730,18.536,0.000,0.000,138.400,594.000,89.000,88.500,411.947,38.900,1923.811,64.543
0.5,0.015,0.000,59.730,19.621,0.000,0.000,122.200,588.000,89.000,88.500,410.125,38.000,1854.290,62.228
0.5,0.020,0.000,40.660,19.896,0.000,0.000,114.200,578.000,89.000,88.594,409.956,37.200,1772.490,59.469
0.5,0.015,0.000,29.180,20.055,0.000,0.000,112.000,566.000,89.000,88.688,408.269,36.800,1692.840,56.789
0.5,0.015,0.000,25.010,20.161,0.000,0.000,111.600,558.000,89.000,88.688,407.931,36.000,1611.360,54.063
0.5,0.015,0.000,22.500,20.238,0.000,0.000,110.000,552.000,88.000,88.688,406.750,35.900,1538.350,51.564
0.5,0.010,11.435,12.820,20.543,31.400,13.920,111.800,550.000,88.000,88.781,405.922,35.000,1515.790,49.973
0.5,0.015,4.580,17.120,18.324,9.050,5.570,128.600,588.000,88.000,88.875,403.603,35.000,1735.920,48.343
0.5,0.015,0.000,67.380,19.011,0.000,0.000,130.000,574.000,88.000,89.000,400.456,34.000,1665.020,46.198
0.5,0.010,15.500,43.650,20.038,43.050,17.300,119.400,576.000,88.000,89.000,399.281,33.900,1694.300,44.934
0.5,0.015,0.000,58.446,17.836,0.600,0.830,137.000,586.000,88.000,89.000,395.759,33.000,1902.530,43.288
0.5,0.010,0.000,82.896,19.671,0.000,0.000,130.200,590.000,88.000,89.000,393.438,33.000,1814.930,41.103
0.5,0.010,0.000,44.500,20.015,0.000,0.000,116.400,576.000,88.000,89.000,392.775,32.300,1733.760,39.288
0.5,0.010,0.000,32.260,20.168,0.000,0.000,112.800,562.000,88.000,89.000,392.775,32.000,1638.923,37.163
0.5,0.010,0.000,25.140,20.253,0.000,0.000,111.800,552.000,88.000,89.000,391.781,32.000,1546.579,35.073
0.5,0.010,0.000,19.990,20.316,0.000,0.000,110.000,544.000,88.000,89.094,390.622,32.000,1463.520,33.188
0.5,0.010,0.000,16.750,20.354,0.000,0.000,110.000,536.000,88.000,89.094,390.456,32.000,1389.430,31.514
0.5,0.010,0.000,14.810,20.380,0.000,0.000,110.000,530.000,88.000,89.188,390.125,31.800,1318.090,29.883
0.5,0.005,9.060,10.420,20.578,45.250,13.490,109.600,550.000,88.000,89.188,389.956,31.000,1341.110,28.903
0.5,0.010,0.005,24.260,18.774,0.000,0.000,118.800,564.000,88.000,89.188,387.425,31.000,1475.290,27.599
0.5,0.005,0.000,63.530,19.493,0.000,0.000,118.000,558.000,88.000,89.188,385.922,31.000,1416.700,26.558
0.5,0.010,0.000,46.210,19.951,0.000,0.000,111.800,552.000,88.000,89.188,384.597,31.000,1400.890,26.153
0.5,0.005,12.410,21.930,20.505,39.600,16.980,111.400,564.000,88.000,89.188,383.934,31.000,1500.740,27.419
0.5,0.010,1.755,32.960,17.927,4.250,2.740,127.200,594.000,88.000,89.188,381.947,31.000,1846.100,28.404
0.5,0.005,0.000,88.140,19.149,0.000,0.000,127.600,596.000,88.000,89.188,379.788,30.000,1863.360,28.533
0.5,0.010,0.000,54.480,19.832,0.000,0.000,116.000,592.000,88.000,89.188,379.619,30.000,1874.340,28.718
0.5,0.010,0.000,35.740,20.159,0.000,0.000,113.000,588.000,88.000,89.188,380.125,30.000,1878.230,28.788
0.5,0.005,0.000,23.140,20.307,0.000,0.000,112.000,584.000,88.000,89.188,379.788,30.000,1838.780,28.208
0.5,0.010,0.000,18.200,20.355,0.000,0.000,112.000,578.000,88.000,89.188,380.125,30.000,1787.658,27.429
0.5,0.005,0.000,14.810,20.385,0.000,0.000,112.000,572.000,88.000,89.188,380.125,30.000,1736.572,26.648
0.5,0.010,0.000,13.080,20.415,0.000,0.000,112.000,566.000,88.000,89.188,380.125,30.000,1669.560,25.633
0.5,0.005,0.000,12.550,20.441,0.000,0.000,110.800,558.000,88.000,89.188,380.291,30.000,1597.690,24.528
0.5,0.005,0.000,11.920,20.454,0.000,0.000,110.000,550.000,88.000,89.188,380.291,30.000,1522.730,23.394
0.5,0.010,0.000,10.310,20.473,0.000,0.000,110.000,544.000,88.000,89.188,380.125,29.500,1452.680,22.299
0.5,0.005,0.000,9.840,20.476,0.000,0.000,110.000,540.000,88.000,89.188,380.125,29.000,1389.910,21.338
0.5,0.005,0.000,10.000,20.489,0.000,0.000,110.000,534.000,89.000,89.188,380.125,29.000,1335.210,20.498
0.5,0.005,0.000,9.020,20.497,0.000,0.000,110.000,530.000,89.000,89.188,380.125,29.000,1279.520,19.634
0.5,0.005,0.000,8.440,20.497,0.000,0.000,109.400,522.000,89.000,89.188,380.125,29.000,1231.720,18.903
0.5,0.005,0.000,8.000,20.497,0.000,0.000,108.000,516.000,89.000,89.188,379.956,29.000,1191.430,18.284
0.5,0.005,0.000,8.040,20.514,0.000,0.000,108.000,506.000,89.000,89.188,378.944,29.000,1151.050,17.673
0.5,0.005,0.000,9.000,20.518,0.000,0.000,108.000,498.000,89.000,89.188,378.269,29.000,1108.680,17.014
0.5,0.005,0.000,8.360,20.518,0.000,0.000,108.000,488.000,89.000,89.188,376.919,29.000,1058.580,16.263
0.5,0.005,0.000,8.000,20.565,0.000,0.000,106.600,470.000,89.000,89.188,376.750,29.000,986.328,15.194
0.5,0.005,0.000,8.000,20.605,0.000,0.000,108.000,450.000,89.000,89.188,374.928,29.000,905.437,13.958
0.5,0.000,5.670,7.940,20.375,26.800,11.838,109.600,456.000,89.000,89.188,373.438,29.000,1029.358,12.503
0.5,0.005,0.000,33.380,18.734,0.000,0.000,111.400,504.000,89.000,89.188,370.788,29.000,1043.060,11.289
0.5,0.005,0.000,66.200,19.560,0.000,0.000,112.000,460.000,89.000,89.188,369.450,29.000,930.460,10.069
0.5,0.000,0.000,48.430,19.981,0.000,0.000,110.400,420.000,89.000,89.188,366.919,29.000,870.710,9.343
0.5,0.005,0.000,32.290,20.158,0.000,0.000,109.400,434.000,89.000,89.188,364.928,29.000,900.710,9.648
0.5,0.000,0.000,23.300,20.256,0.000,0.000,108.000,440.000,89.000,89.188,362.609,28.300,914.440,9.803
0.5,0.005,0.000,18.830,20.323,0.000,0.000,108.000,460.000,89.000,89.188,360.291,28.000,963.820,10.304
0.5,0.000,0.000,15.740,20.372,0.000,0.000,108.800,502.000,89.000,89.188,357.762,28.000,1050.590,11.233
0.5,0.005,2.030,13.770,20.416,9.150,4.500,110.800,518.000,89.000,89.188,355.756,28.000,1071.040,12.699
0.5,0.005,5.740,12.810,20.134,23.950,11.690,112.200,490.000,89.000,89.188,353.272,28.000,1026.120,14.319
0.5,0.005,2.960,95.460,19.067,12.700,5.610,111.800,474.000,89.000,89.094,351.119,28.000,1023.300,15.793
0.5,0.005,0.000,152.030,19.434,0.000,0.000,111.800,504.000,89.000,89.094,349.188,28.000,1068.560,16.378
0.5,0.000,0.000,83.040,19.974,0.000,0.000,112.000,528.000,89.000,89.094,346.375,28.000,1114.670,17.073
0.5,0.005,0.000,45.140,20.160,0.000,0.000,112.000,548.000,89.000,89.094,343.562,28.000,1163.007,17.798
0.5,0.005,0.000,31.440,20.261,0.000,0.000,113.200,556.000,89.000,89.094,341.219,28.000,1186.547,18.213
0.5,0.005,0.000,23.580,20.325,0.000,0.000,114.000,512.000,89.000,89.094,339.031,28.000,1106.290,17.019
0.5,0.005,0.000,19.210,20.368,0.000,0.000,113.200,472.000,89.000,89.094,336.688,28.000,994.520,15.349
0.5,0.005,0.000,16.750,20.399,0.000,0.000,111.400,442.000,89.000,89.094,334.812,28.000,906.010,13.929
0.5,0.005,0.000,14.550,20.417,0.000,0.000,110.000,416.000,89.000,89.094,331.531,28.000,850.470,13.103
0.5,0.005,4.365,13.170,20.454,24.600,10.730,108.000,378.000,89.000,89.000,331.062,28.000,817.620,12.203
0.5,0.000,4.280,16.580,19.645,18.550,8.450,108.000,496.000,89.000,88.875,328.875,28.000,1015.190,10.873
0.5,0.005,22.600,106.380,18.186,92.050,44.290,113.200,484.000,88.000,88.781,327.781,28.000,992.020,10.678
0.5,0.000,16.010,276.650,12.078,55.200,30.590,124.200,472.000,88.000,88.781,328.094,28.000,964.110,10.479
0.5,0.005,12.915,401.010,12.223,47.700,24.720,118.800,502.000,88.000,88.781,327.469,28.000,1075.760,9.743
0.5,0.000,34.270,234.900,13.227,100.000,60.020,127.000,512.000,88.000,88.781,326.844,28.000,1091.560,9.659
0.5,0.005,52.005,211.450,7.798,99.900,78.230,153.200,562.000,88.000,88.688,329.969,28.000,1244.230,10.944
0.5,0.005,45.455,247.980,6.281,68.450,61.450,193.800,574.000,88.000,88.688,333.094,28.000,1373.040,12.153
0.5,0.000,37.615,242.100,9.941,61.250,51.210,187.600,580.000,88.000,88.594,334.188,28.000,1425.810,12.653
0.5,0.005,42.815,158.710,10.714,67.950,57.080,191.200,570.000,88.000,88.594,334.188,28.500,1435.960,12.743
0.5,0.005,49.110,135.500,10.641,73.250,63.440,203.400,574.000,88.000,88.594,334.656,29.000,1465.540,13.003
0.5,0.005,53.740,184.790,10.527,71.650,66.870,220.800,576.000,88.000,88.594,336.219,29.000,1499.255,13.294
0.5,0.000,53.100,201.490,11.186,68.200,65.684,230.200,576.000,88.000,88.500,337.000,29.900,1513.283,13.449
0.5,0.005,52.780,170.680,11.332,67.800,65.624,232.400,566.000,88.000,88.500,337.469,30.600,1513.074,13.414
0.5,0.005,59.795,152.320,11.283,73.250,72.210,237.200,572.000,88.000,88.500,337.625,31.400,1526.592,13.553
0.5,0.005,59.315,149.030,11.044,70.350,71.120,244.000,568.000,88.000,88.500,337.781,32.400,1538.840,13.648
0.5,0.000,59.880,155.980,10.995,70.600,71.430,244.600,568.000,88.000,88.375,338.719,33.500,1547.910,13.729
0.5,0.005,51.640,158.760,11.027,64.800,63.180,240.400,562.000,88.000,88.375,339.344,34.600,1531.760,13.594
0.5,0.005,58.110,152.740,11.272,72.600,70.450,236.400,566.000,88.000,88.375,339.344,35.500,1529.120,13.579
0.5,0.005,54.230,144.010,11.113,67.150,65.510,240.200,568.000,88.000,88.375,340.438,36.600,1538.070,13.663
0.5,0.000,52.595,142.880,11.135,67.000,64.220,237.600,562.000,88.000,88.500,340.750,37.600,1532.460,13.614
0.5,0.005,48.230,132.130,11.212,63.950,60.450,231.600,558.000,88.000,88.500,340.594,38.600,1508.510,13.388
0.5,0.005,47.260,117.680,11.295,65.400,60.550,224.800,550.000,88.000,88.500,340.906,39.600,1476.710,13.124
0.5,0.005,47.015,109.270,11.253,67.400,61.507,220.000,546.000,88.000,88.500,340.750,40.400,1448.774,12.878
0.5,0.000,51.040,105.870,10.935,72.550,66.614,219.600,546.000,88.000,88.500,340.750,41.200,1441.363,12.793
0.5,0.005,51.470,105.170,10.427,71.200,66.123,224.750,558.000,88.000,88.500,342.312,42.000,1458.398,12.944
0.5,0.005,51.140,106.170,10.334,70.500,66.040,226.000,552.000,88.000,88.500,343.250,42.875,1452.300,12.909
0.5,0.000,50.390,107.330,10.300,69.450,64.920,226.000,554.000,88.000,88.594,343.875,43.500,1453.200,12.893
0.5,0.005,48.500,109.540,10.295,68.800,63.590,223.333,550.000,88.000,88.688,343.875,44.000,1438.720,12.794
0.5,0.005,49.075,109.909,10.302,70.950,65.070,220.000,544.000,88.000,88.688,344.188,44.800,1417.740,12.584
0.5,0.005,49.910,111.714,10.507,72.100,66.120,220.000,546.000,88.000,88.688,345.594,45.000,1417.470,12.584
0.5,0.000,49.715,112.377,10.878,71.000,66.000,220.000,546.000,88.000,88.688,347.000,45.500,1414.270,12.568
0.5,0.005,49.435,110.770,10.879,70.800,65.540,220.000,546.000,88.000,88.688,347.312,46.000,1419.300,12.589
0.5,0.005,48.605,109.000,10.786,69.800,63.760,220.000,550.000,88.000,88.875,348.406,46.000,1434.030,12.733
0.5,0.000,47.395,109.320,10.758,68.050,61.830,219.800,556.000,88.000,89.000,349.344,46.600,1445.090,12.818
0.5,0.005,43.030,107.080,10.788,64.050,57.190,214.400,552.000,88.000,89.000,349.969,47.000,1427.570,12.718
0.5,0.005,35.235,104.940,11.101,56.350,49.210,198.800,538.000,88.000,89.094,349.656,47.000,1382.890,12.303
0.5,0.000,32.160,99.490,11.808,55.850,46.720,181.400,530.000,88.000,89.188,348.562,47.000,1337.010,11.878
0.5,0.005,31.955,89.640,12.100,59.700,48.600,170.800,522.000,89.000,89.188,347.469,47.000,1278.022,11.368
0.5,0.005,31.880,87.120,12.095,62.150,49.491,165.400,522.000,89.000,89.188,348.094,47.000,1250.979,11.098
0.5,0.000,31.100,92.760,11.950,61.350,48.002,162.600,526.000,89.000,89.281,348.719,47.000,1255.893,11.129
0.5,0.005,28.170,94.800,11.894,57.550,43.490,158.600,534.000,89.000,89.375,349.031,46.000,1261.460,11.183
0.5,0.005,25.385,94.230,12.013,54.800,39.530,152.600,534.000,89.000,89.500,348.094,46.000,1270.280,11.243
0.5,0.000,22.590,100.010,12.074,50.050,34.850,147.400,540.000,89.000,89.500,347.469,46.000,1278.720,11.343
0.5,0.005,17.560,182.500,12.570,43.900,28.640,140.200,534.000,89.000,89.594,347.000,45.500,1256.200,11.179
0.5,0.000,17.935,206.570,13.410,47.900,29.570,134.400,524.000,89.000,89.688,344.188,45.000,1237.480,10.973
0.5,0.005,14.560,152.380,13.556,40.300,23.730,131.000,532.000,89.000,89.688,343.875,45.000,1254.570,11.143
0.5,0.005,10.555,111.830,14.439,33.500,18.580,125.600,528.000,89.000,89.688,341.531,44.000,1227.760,10.903
0.5,0.000,11.750,81.070,15.541,38.550,20.900,122.200,514.000,89.000,89.781,340.125,44.000,1199.770,10.648
0.5,0.005,12.065,66.520,15.702,38.600,20.670,122.000,530.000,89.000,89.875,337.781,43.300,1225.890,10.869
0.5,0.000,11.070,62.940,15.715,35.950,18.970,120.200,538.000,89.000,89.875,336.688,43.000,1248.150,11.079
0.5,0.005,9.555,60.660,16.490,30.750,16.300,120.000,536.000,89.000,89.875,334.344,42.400,1245.720,11.054
0.5,0.005,10.090,50.910,17.318,34.200,17.840,118.000,530.000,89.000,89.875,332.000,42.000,1234.070,10.964
0.5,0.000,12.425,41.870,17.378,40.000,21.163,120.000,532.000,89.000,90.000,331.375,41.500,1243.410,11.039
0.5,0.005,12.395,39.240,17.083,39.000,21.000,120.600,538.000,89.000,90.188,329.656,41.000,1255.256,11.148
0.5,0.000,12.315,39.000,16.952,39.000,20.980,122.000,534.000,89.000,90.281,327.781,40.700,1244.884,11.044
0.5,0.005,11.205,39.160,16.913,36.050,19.290,120.800,530.000,89.000,90.281,325.281,40.000,1230.130,10.924
0.5,0.005,10.290,40.000,16.916,34.350,18.210,120.000,522.000,89.000,90.281,324.344,39.900,1212.930,10.778
0.5,0.000,10.780,40.660,16.986,36.200,19.570,118.400,514.000,89.000,90.281,322.156,39.000,1192.680,10.589
0.5,0.005,13.305,43.480,16.975,43.550,23.290,119.400,518.000,89.000,90.281,321.375,39.000,1197.170,10.614
0.5,0.000,13.425,53.560,16.597,42.950,23.220,120.000,528.000,89.000,90.375,319.031,38.300,1203.090,10.678
0.5,0.005,13.750,69.060,16.378,44.200,23.990,122.000,526.000,89.000,90.500,318.562,38.000,1210.760,10.738
0.5,0.005,14.460,73.920,16.232,44.200,24.470,122.000,534.000,89.000,90.594,317.156,37.900,1223.790,10.863
0.5,0.000,12.815,76.000,16.093,39.750,21.700,122.000,540.000,89.000,90.594,315.594,37.000,1236.480,10.969
0.5,0.005,12.180,76.640,16.068,39.000,20.970,122.000,536.000,89.000,90.594,313.875,37.000,1238.340,11.004
0.5,0.000,12.230,77.990,16.068,39.000,21.000,121.200,536.000,89.000,90.594,312.781,36.600,1235.820,10.970
0.5,0.005,11.950,82.790,16.068,37.850,20.370,120.000,538.000,89.000,90.594,311.375,36.000,1252.860,11.093
0.5,0.005,4.890,94.110,16.086,13.450,6.938,119.600,522.000,89.000,90.594,309.500,36.000,1149.498,11.043
0.5,0.000,5.490,103.170,17.300,30.133,14.029,115.400,422.000,89.000,90.594,308.719,35.700,881.362,10.994
0.5,0.005,17.278,76.830,17.488,82.050,37.830,115.000,412.000,89.000,90.594,306.531,35.000,890.940,11.244
0.5,0.005,13.353,103.680,13.250,54.900,27.270,118.000,440.000,89.000,90.594,307.781,35.000,935.030,11.859
0.5,0.000,5.615,242.390,12.698,25.200,12.330,115.000,434.000,89.000,90.594,306.844,35.000,917.570,11.698
0.5,0.005,0.040,244.740,14.909,0.100,0.090,110.800,412.000,89.000,90.594,306.375,35.000,852.730,10.883
0.5,0.000,0.000,161.090,17.356,0.000,0.000,109.000,394.000,89.000,90.594,304.969,34.300,817.300,10.394
0.5,0.005,0.000,88.630,18.626,0.000,0.000,107.800,370.000,89.000,90.594,303.250,34.000,761.930,9.679
0.5,0.005,0.035,55.090,19.243,0.350,0.000,106.000,348.000,89.000,90.594,302.625,34.000,718.590,9.134
0.5,0.000,0.240,38.710,19.730,1.700,0.880,106.000,334.000,89.000,90.594,300.281,34.000,684.500,8.704
0.5,0.000,0.550,27.500,19.952,3.700,1.630,105.800,320.000,89.000,90.500,299.422,34.000,659.660,8.399
0.5,0.005,1.610,22.830,19.993,11.050,4.720,104.000,306.000,89.000,90.375,297.594,34.000,630.110,8.149
0.5,0.000,2.910,19.640,20.005,19.650,8.630,104.000,304.000,89.000,90.375,297.312,34.000,622.200,7.914
0.5,0.005,3.810,15.900,19.708,25.000,10.940,104.000,306.000,89.000,90.375,297.175,33.100,633.720,7.499
0.5,0.000,3.870,14.340,19.232,25.050,11.000,104.000,312.000,89.000,90.375,295.800,33.000,647.910,6.444
0.5,0.000,3.910,13.080,18.988,25.450,11.000,104.000,314.000,89.000,90.281,294.562,33.000,649.410,4.863
0.5,0.005,3.830,12.910,18.865,25.000,11.000,104.000,316.000,89.000,90.188,294.562,33.000,650.787,3.514
0.5,0.000,3.850,12.000,18.800,25.000,11.000,104.000,314.000,89.000,90.000,293.438,33.000,649.686,2.523
0.5,0.000,3.855,12.000,18.756,25.150,11.000,104.000,316.000,89.000,90.000,292.453,33.000,649.451,1.934
0.5,0.000,4.175,12.660,18.668,27.100,11.830,104.000,312.000,89.000,90.000,291.750,33.000,644.110,1.214
0.5,0.000,4.345,19.620,18.500,28.150,12.000,104.000,314.000,89.000,90.000,291.475,33.000,646.650,0.660
0.5,0.000,4.400,41.350,18.301,28.350,12.000,104.000,316.000,89.000,89.875,289.688,33.000,648.920,0.500
0.5,0.000,4.570,69.040,18.118,29.500,12.640,104.000,316.000,89.000,89.875,289.275,33.000,647.620,0.225
0.5,0.000,4.405,91.040,17.957,28.250,12.000,104.000,316.000,89.000,89.781,288.438,33.000,651.510,0.000
0.5,0.000,4.305,109.810,17.857,28.000,12.000,104.000,316.000,89.000,89.781,287.172,33.000,651.660,0.000
0.5,0.000,4.325,115.290,17.831,28.000,12.000,104.000,316.000,89.000,89.781,286.328,33.000,649.950,0.000
0.5,0.000,4.320,116.260,17.831,28.000,12.000,104.000,316.000,89.000,89.781,286.188,33.000,649.960,0.000
0.5,0.000,4.310,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.781,286.050,33.000,650.050,0.000
0.5,0.000,4.340,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.688,284.400,33.000,649.780,0.000
0.5,0.000,4.315,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.688,283.438,33.000,650.140,0.000
0.5,0.000,4.335,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.594,283.297,33.000,649.810,0.000
0.5,0.000,4.335,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.594,282.734,33.000,649.970,0.000
0.5,0.000,4.325,117.000,17.831,28.000,12.000,104.000,316.000,89.000,89.594,280.766,33.000,650.150,0.000
0.5,0.000,4.335,116.780,17.831,28.000,12.000,104.000,316.000,89.000,89.594,280.625,33.000,649.870,0.000
0.5,0.000,4.345,116.000,17.831,28.000,12.000,104.000,316.000,89.000,89.594,280.350,33.000,649.910,0.000
0.5,0.000,4.330,116.000,17.814,28.000,12.000,104.000,316.000,89.000,89.594,279.800,33.000,650.181,0.000
0.5,0.000,4.345,116.000,17.817,28.000,12.000,104.000,316.000,89.000,89.594,278.425,33.000,649.820,0.000
0.5,0.000,4.335,116.000,17.831,28.000,12.000,104.000,316.000,89.000,89.594,277.875,33.000,650.080,0.000
0.5,0.000,4.345,116.640,17.831,28.000,12.000,104.000,316.000,89.000,89.500,277.738,33.000,649.870,0.000
0.5,0.000,4.335,117.140,17.831,28.000,12.000,104.000,316.000,89.000,89.500,277.188,33.000,650.220,0.000
0.5,0.000,4.330,118.000,17.831,28.000,12.000,104.000,316.000,89.000,89.500,275.812,33.000,650.130,0.000
0.5,0.000,4.340,118.600,17.831,28.000,12.000,104.000,316.000,88.000,89.375,275.125,33.000,649.880,0.000
0.5,0.000,4.345,120.280,17.831,28.000,12.000,104.000,316.000,88.000,89.281,274.984,33.000,649.720,0.000
0.5,0.000,4.340,121.400,17.831,28.000,12.000,104.000,316.000,88.000,89.281,274.141,33.000,650.200,0.000
0.5,0.000,4.340,122.590,17.831,28.000,12.000,104.000,318.000,88.000,89.281,272.453,33.000,649.790,0.000
0.5,0.000,4.345,124.190,17.831,28.000,12.000,104.000,316.000,88.000,89.281,272.038,33.000,650.069,0.000
0.5,0.000,4.345,125.000,17.831,28.000,12.000,104.000,316.000,88.000,89.281,271.488,33.000,650.130,0.000
0.5,0.000,4.325,126.200,17.831,28.000,12.000,104.000,316.000,88.000,89.281,270.250,33.000,650.191,0.000
0.5,0.000,4.330,127.000,17.831,28.000,12.000,104.000,316.000,88.000,89.281,269.700,33.000,649.949,0.000
0.5,0.000,4.355,127.620,17.831,28.000,12.000,104.000,318.000,88.000,89.188,269.562,33.000,649.390,0.000
0.5,0.000,4.350,128.210,17.831,28.000,12.000,104.000,318.000,88.000,89.188,269.000,33.000,650.490,0.000
0.5,0.000,4.345,129.000,17.831,28.000,12.000,104.000,318.000,88.000,89.094,267.734,33.000,649.870,0.000
0.5,0.000,4.335,128.570,17.831,28.000,12.000,104.000,320.000,88.000,89.094,266.891,33.000,649.980,0.000
0.5,0.000,4.580,128.000,17.831,29.550,12.670,104.000,318.000,88.000,89.094,266.750,33.000,644.410,0.000
0.5,0.000,4.870,128.130,17.866,31.150,13.880,104.000,316.000,88.000,89.094,266.750,33.000,645.560,0.000
0.5,0.000,4.820,126.060,17.929,30.800,13.120,104.000,318.000,88.000,89.094,265.375,33.000,651.560,0.000
0.5,0.000,4.120,125.310,17.868,26.650,11.380,104.000,322.000,88.000,89.000,264.550,33.000,659.760,0.000
0.5,0.000,3.850,126.000,17.866,25.000,11.000,104.000,320.000,88.000,89.000,264.000,33.000,653.100,0.000
0.5,0.000,3.830,120.040,18.036,25.000,11.000,104.000,320.000,88.000,89.000,264.000,33.000,650.710,0.000
0.5,0.000,3.840,105.240,18.216,25.000,11.000,104.000,320.000,88.000,88.875,263.297,33.000,649.815,0.000
0.5,0.000,3.825,93.790,18.323,25.000,11.000,104.000,320.000,88.000,88.781,262.031,33.000,650.082,0.000
0.5,0.000,3.820,88.720,18.381,25.000,11.000,104.000,320.000,88.000,88.781,261.188,33.000,650.277,0.000
0.5,0.000,3.815,86.300,18.423,25.000,11.000,104.000,320.000,88.000,88.781,261.050,33.000,649.880,0.000
0.5,0.000,3.815,83.670,18.449,25.000,11.000,104.000,320.000,88.000,88.781,260.775,33.000,649.870,0.000
0.5,0.000,3.850,81.330,18.471,25.000,11.000,104.000,320.000,88.000,88.781,259.675,33.000,649.610,0.000
0.5,0.000,3.880,79.480,18.484,25.450,11.000,104.000,320.000,88.000,88.781,258.438,33.000,649.590,0.000
0.5,0.000,3.845,78.650,18.497,25.000,11.000,104.000,320.000,88.000,88.781,258.156,33.000,650.430,0.000
0.5,0.000,3.890,77.840,18.497,25.200,11.000,104.000,320.000,88.000,88.688,257.594,33.000,649.310,0.000
0.5,0.000,3.865,76.790,18.497,25.200,11.000,104.000,320.000,88.000,88.688,256.469,33.900,650.300,0.000
0.5,0.000,4.070,76.000,18.490,26.550,11.550,104.000,318.000,87.000,88.594,255.625,34.000,645.530,0.000
0.5,0.000,4.245,76.000,18.423,27.750,12.000,104.000,320.000,87.000,88.594,255.625,34.000,647.160,0.000
